Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_11.txt,0.0,-175.0,0.0,-175.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,-162.0,False,64.0,7.0,34932.0,397.0,164.0,32096.0,372.0,136.0
12,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_12.txt,20.0,20.0,20.0,20.0,0.0,-51.0,0.0,-51.0,20.0,20.0,20.0,-31.0,False,64.0,5.0,18369.0,297.0,129.0,11952.0,238.0,72.0
13,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_13.txt,0.0,-10.0,0.0,-10.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,29.0,False,64.0,6.0,26460.0,368.0,143.0,14025.0,262.0,75.0
14,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_14.txt,0.0,-112.0,0.0,-112.0,0.0,-93.0,0.0,-93.0,0.0,-93.0,0.0,-205.0,True,64.0,6.0,43014.0,415.0,201.0,43014.0,415.0,201.0
15,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_15.txt,0.0,-56.0,0.0,-56.0,0.0,-151.0,0.0,-151.0,0.0,-56.0,0.0,-207.0,True,64.0,8.0,51728.0,456.0,212.0,51728.0,456.0,212.0
16,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_16.txt,0.0,-300.0,0.0,-300.0,0.0,-59.0,0.0,-59.0,0.0,-59.0,0.0,-359.0,True,64.0,11.0,52877.0,474.0,209.0,47705.0,474.0,145.0
17,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_17.txt,79.0,79.0,79.0,79.0,0.0,-112.0,0.0,-112.0,79.0,79.0,79.0,-33.0,False,64.0,8.0,26010.0,326.0,154.0,12033.0,254.0,63.0
18,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_18.txt,0.0,-46.0,0.0,-46.0,0.0,-42.0,0.0,-42.0,0.0,-42.0,0.0,-88.0,True,64.0,6.0,39060.0,412.0,186.0,31680.0,358.0,160.0
19,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_19.txt,0.0,-64.0,0.0,-64.0,0.0,-40.0,0.0,-40.0,0.0,-40.0,0.0,-104.0,True,64.0,11.0,57912.0,482.0,228.0,43130.0,417.0,190.0
20,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_20.txt,0.0,-83.0,0.0,-83.0,0.0,-104.0,0.0,-104.0,0.0,-83.0,0.0,-187.0,True,64.0,11.0,38502.0,420.0,167.0,37908.0,396.0,162.0
21,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_21.txt,0.0,-99.0,0.0,-99.0,0.0,-89.0,0.0,-89.0,0.0,-89.0,0.0,-188.0,True,64.0,13.0,38912.0,441.0,171.0,37584.0,394.0,162.0
22,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_22.txt,0.0,-145.0,0.0,-145.0,0.0,-34.0,0.0,-34.0,0.0,-34.0,0.0,-179.0,True,64.0,8.0,35866.0,385.0,158.0,35866.0,385.0,158.0
23,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_23.txt,0.0,-71.0,0.0,-71.0,0.0,-45.0,0.0,-45.0,0.0,-45.0,0.0,-116.0,True,64.0,7.0,42688.0,423.0,187.0,32763.0,364.0,163.0
24,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_24.txt,74.0,74.0,74.0,74.0,0.0,-48.0,0.0,-48.0,74.0,74.0,74.0,26.0,False,64.0,2.0,23896.0,356.0,141.0,17625.0,266.0,125.0
25,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_25.txt,0.0,-73.0,0.0,-73.0,0.0,-112.0,0.0,-112.0,0.0,-73.0,0.0,-185.0,True,64.0,6.0,42405.0,456.0,179.0,42405.0,422.0,165.0
26,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_26.txt,96.0,96.0,96.0,96.0,0.0,-206.0,0.0,-206.0,96.0,96.0,96.0,-110.0,False,64.0,6.0,36828.0,384.0,186.0,32095.0,376.0,131.0
27,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_27.txt,0.0,-130.0,0.0,-130.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,-107.0,False,64.0,8.0,25908.0,331.0,143.0,21122.0,297.0,118.0
28,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_28.txt,0.0,-53.0,0.0,-53.0,0.0,-257.0,0.0,-257.0,0.0,-53.0,0.0,-310.0,True,64.0,9.0,48160.0,452.0,204.0,48160.0,452.0,172.0
29,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_29.txt,0.0,-32.0,0.0,-32.0,0.0,-55.0,0.0,-55.0,0.0,-32.0,0.0,-87.0,True,64.0,5.0,23205.0,407.0,127.0,21483.0,324.0,93.0
30,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_30.txt,0.0,-11.0,0.0,-11.0,0.0,-135.0,0.0,-135.0,0.0,-11.0,0.0,-146.0,True,64.0,5.0,42250.0,445.0,190.0,38080.0,412.0,140.0
31,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_31.txt,0.0,-11.0,0.0,-11.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,11.0,False,64.0,3.0,35266.0,388.0,167.0,25777.0,322.0,149.0
32,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_32.txt,0.0,-9.0,0.0,-9.0,0.0,-163.0,0.0,-163.0,0.0,-9.0,0.0,-172.0,True,64.0,8.0,25172.0,327.0,150.0,25172.0,327.0,124.0
33,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_33.txt,0.0,-46.0,0.0,-46.0,0.0,-93.0,0.0,-93.0,0.0,-46.0,0.0,-139.0,True,64.0,6.0,20925.0,293.0,135.0,20760.0,293.0,120.0
34,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_34.txt,2.0,2.0,2.0,2.0,0.0,-32.0,0.0,-32.0,2.0,2.0,2.0,-30.0,False,64.0,7.0,35126.0,376.0,182.0,25456.0,320.0,148.0
35,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_35.txt,0.0,-33.0,0.0,-33.0,0.0,-39.0,0.0,-39.0,0.0,-33.0,0.0,-72.0,True,64.0,4.0,26522.0,329.0,149.0,22308.0,299.0,143.0
36,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_36.txt,13.0,13.0,13.0,13.0,0.0,-68.0,0.0,-68.0,13.0,13.0,13.0,-55.0,False,64.0,5.0,32400.0,366.0,169.0,29097.0,342.0,159.0
37,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_37.txt,0.0,-19.0,0.0,-19.0,0.0,-146.0,0.0,-146.0,0.0,-19.0,0.0,-165.0,True,64.0,13.0,21620.0,303.0,128.0,19780.0,287.0,115.0
38,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_38.txt,0.0,-66.0,0.0,-66.0,0.0,-94.0,0.0,-94.0,0.0,-66.0,0.0,-160.0,True,64.0,8.0,41445.0,442.0,172.0,33592.0,373.0,152.0
39,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_39.txt,0.0,-48.0,0.0,-48.0,0.0,-47.0,0.0,-47.0,0.0,-47.0,0.0,-95.0,True,64.0,4.0,51562.0,470.0,205.0,47941.0,442.0,191.0
40,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_40.txt,0.0,-130.0,0.0,-130.0,0.0,-96.0,0.0,-96.0,0.0,-96.0,0.0,-226.0,True,64.0,9.0,37062.0,403.0,169.0,33696.0,378.0,144.0
41,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_41.txt,0.0,-72.0,0.0,-72.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-110.0,True,64.0,6.0,28182.0,343.0,158.0,26544.0,326.0,158.0
42,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_42.txt,0.0,-111.0,0.0,-111.0,0.0,-32.0,0.0,-32.0,0.0,-32.0,0.0,-143.0,True,64.0,5.0,39200.0,416.0,175.0,36735.0,392.0,155.0
43,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_43.txt,0.0,-49.0,0.0,-49.0,0.0,-59.0,0.0,-59.0,0.0,-49.0,0.0,-108.0,True,64.0,8.0,18040.0,274.0,121.0,16128.0,256.0,112.0
44,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_44.txt,0.0,-12.0,0.0,-12.0,0.0,-201.0,0.0,-201.0,0.0,-12.0,0.0,-213.0,True,64.0,9.0,45036.0,440.0,181.0,40001.0,402.0,181.0
45,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_45.txt,0.0,-1.0,0.0,-1.0,0.0,-237.0,0.0,-237.0,0.0,-1.0,0.0,-238.0,True,64.0,8.0,27089.0,366.0,151.0,27089.0,366.0,103.0
46,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_46.txt,0.0,-38.0,0.0,-38.0,0.0,-117.0,0.0,-117.0,0.0,-38.0,0.0,-155.0,True,64.0,6.0,67536.0,533.0,252.0,67536.0,520.0,252.0
47,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_47.txt,0.0,-109.0,0.0,-109.0,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-138.0,True,64.0,5.0,33567.0,368.0,167.0,33567.0,368.0,167.0
48,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_48.txt,0.0,-64.0,0.0,-64.0,0.0,-38.0,0.0,-38.0,0.0,-38.0,0.0,-102.0,True,64.0,4.0,24480.0,324.0,142.0,24282.0,313.0,142.0
49,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_49.txt,0.0,-21.0,0.0,-21.0,0.0,-30.0,0.0,-30.0,0.0,-21.0,0.0,-51.0,True,64.0,3.0,34028.0,372.0,181.0,31324.0,355.0,164.0
50,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_50.txt,44.0,44.0,44.0,44.0,0.0,-78.0,0.0,-78.0,44.0,44.0,44.0,-34.0,False,64.0,3.0,34946.0,377.0,173.0,30535.0,352.0,155.0
51,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_51.txt,0.0,-152.0,0.0,-152.0,0.0,-72.0,0.0,-72.0,0.0,-72.0,0.0,-224.0,True,64.0,10.0,35520.0,386.0,171.0,35400.0,386.0,150.0
52,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_52.txt,0.0,-105.0,0.0,-105.0,0.0,-96.0,0.0,-96.0,0.0,-96.0,0.0,-201.0,True,64.0,5.0,48972.0,450.0,212.0,48972.0,443.0,212.0
53,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_53.txt,0.0,-298.0,0.0,-298.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,-223.0,False,64.0,9.0,39610.0,423.0,190.0,36176.0,423.0,119.0
54,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_54.txt,0.0,-83.0,0.0,-83.0,0.0,-124.0,0.0,-124.0,0.0,-83.0,0.0,-207.0,True,64.0,11.0,36040.0,382.0,174.0,33234.0,365.0,174.0
55,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_55.txt,0.0,-51.0,0.0,-51.0,0.0,-100.0,0.0,-100.0,0.0,-51.0,0.0,-151.0,True,64.0,3.0,56560.0,492.0,211.0,56560.0,482.0,202.0
56,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_56.txt,43.0,43.0,43.0,43.0,0.0,-194.0,0.0,-194.0,43.0,43.0,43.0,-151.0,False,64.0,6.0,29546.0,358.0,162.0,28560.0,358.0,120.0
57,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_57.txt,0.0,-61.0,0.0,-61.0,0.0,-177.0,0.0,-177.0,0.0,-61.0,0.0,-238.0,True,64.0,10.0,43608.0,454.0,186.0,43578.0,431.0,162.0
58,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_58.txt,0.0,-149.0,0.0,-149.0,0.0,-94.0,0.0,-94.0,0.0,-94.0,0.0,-243.0,True,64.0,10.0,55692.0,477.0,220.0,51700.0,455.0,220.0
59,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_59.txt,0.0,-29.0,0.0,-29.0,0.0,-155.0,0.0,-155.0,0.0,-29.0,0.0,-184.0,True,64.0,6.0,32342.0,363.0,172.0,32342.0,363.0,157.0
60,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_60.txt,0.0,-30.0,0.0,-30.0,0.0,-50.0,0.0,-50.0,0.0,-30.0,0.0,-80.0,True,64.0,5.0,32900.0,364.0,175.0,28028.0,339.0,143.0
61,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_61.txt,0.0,-77.0,0.0,-77.0,0.0,-103.0,0.0,-103.0,0.0,-77.0,0.0,-180.0,True,64.0,9.0,23290.0,310.0,144.0,23290.0,307.0,137.0
62,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_62.txt,0.0,-51.0,0.0,-51.0,0.0,-13.0,0.0,-13.0,0.0,-13.0,0.0,-64.0,True,64.0,5.0,24648.0,319.0,156.0,22379.0,300.0,139.0
63,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_63.txt,0.0,-273.0,0.0,-273.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,-226.0,False,64.0,6.0,45500.0,450.0,186.0,39809.0,450.0,121.0
64,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_64.txt,0.0,-29.0,0.0,-29.0,0.0,-119.0,0.0,-119.0,0.0,-29.0,0.0,-148.0,True,64.0,7.0,32076.0,360.0,163.0,29830.0,347.0,157.0
65,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_65.txt,0.0,-99.0,0.0,-99.0,0.0,-143.0,0.0,-143.0,0.0,-99.0,0.0,-242.0,True,64.0,10.0,50040.0,489.0,191.0,50040.0,458.0,180.0
66,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_66.txt,0.0,-80.0,0.0,-80.0,0.0,-134.0,0.0,-134.0,0.0,-80.0,0.0,-214.0,True,64.0,8.0,40320.0,420.0,179.0,40320.0,412.0,160.0
67,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_67.txt,0.0,-182.0,0.0,-182.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,-125.0,False,64.0,7.0,19780.0,290.0,133.0,16669.0,290.0,79.0
68,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_68.txt,0.0,-149.0,0.0,-149.0,0.0,-12.0,0.0,-12.0,0.0,-12.0,0.0,-161.0,True,64.0,4.0,46410.0,443.0,196.0,46410.0,443.0,170.0
69,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_69.txt,0.0,-64.0,0.0,-64.0,0.0,-49.0,0.0,-49.0,0.0,-49.0,0.0,-113.0,True,64.0,5.0,42848.0,423.0,206.0,39775.0,400.0,185.0
70,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_70.txt,9.0,9.0,9.0,9.0,0.0,-91.0,0.0,-91.0,9.0,9.0,9.0,-82.0,False,64.0,7.0,44781.0,430.0,201.0,34680.0,374.0,170.0
71,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_71.txt,0.0,-41.0,0.0,-41.0,0.0,-321.0,0.0,-321.0,0.0,-41.0,0.0,-362.0,True,64.0,10.0,65070.0,528.0,241.0,60480.0,528.0,168.0
72,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_72.txt,0.0,-43.0,0.0,-43.0,0.0,-128.0,0.0,-128.0,0.0,-43.0,0.0,-171.0,True,64.0,4.0,42872.0,419.0,186.0,42408.0,414.0,186.0
73,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_73.txt,119.0,119.0,119.0,119.0,0.0,-121.0,0.0,-121.0,119.0,119.0,119.0,-2.0,False,64.0,4.0,26364.0,345.0,156.0,12296.0,285.0,53.0
74,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_74.txt,31.0,31.0,31.0,31.0,0.0,-137.0,0.0,-137.0,31.0,31.0,31.0,-106.0,False,64.0,7.0,34181.0,394.0,165.0,22704.0,350.0,86.0
75,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_75.txt,0.0,-58.0,0.0,-58.0,0.0,-127.0,0.0,-127.0,0.0,-58.0,0.0,-185.0,True,64.0,5.0,47080.0,435.0,214.0,47080.0,434.0,214.0
76,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_76.txt,0.0,-56.0,0.0,-56.0,0.0,-96.0,0.0,-96.0,0.0,-56.0,0.0,-152.0,True,64.0,8.0,35530.0,378.0,187.0,32786.0,363.0,169.0
77,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_77.txt,0.0,-21.0,0.0,-21.0,0.0,-79.0,0.0,-79.0,0.0,-21.0,0.0,-100.0,True,64.0,4.0,54050.0,477.0,230.0,53387.0,468.0,197.0
78,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_78.txt,0.0,-4.0,0.0,-4.0,0.0,-59.0,0.0,-59.0,0.0,-4.0,0.0,-63.0,True,64.0,9.0,15494.0,264.0,122.0,11760.0,227.0,80.0
79,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_79.txt,0.0,-114.0,0.0,-114.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,-97.0,False,64.0,4.0,24252.0,346.0,147.0,23320.0,322.0,110.0
80,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_80.txt,0.0,-17.0,0.0,-17.0,0.0,-189.0,0.0,-189.0,0.0,-17.0,0.0,-206.0,True,64.0,12.0,27429.0,355.0,153.0,24288.0,349.0,96.0
81,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_81.txt,123.0,123.0,123.0,123.0,0.0,-142.0,0.0,-142.0,123.0,123.0,123.0,-19.0,False,64.0,3.0,21504.0,297.0,144.0,15800.0,279.0,79.0
82,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_82.txt,0.0,-125.0,0.0,-125.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-113.0,False,64.0,6.0,23664.0,388.0,125.0,17152.0,323.0,67.0
83,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_83.txt,87.0,87.0,87.0,87.0,0.0,-200.0,0.0,-200.0,87.0,87.0,87.0,-113.0,False,64.0,6.0,48450.0,460.0,209.0,36110.0,429.0,115.0
84,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_84.txt,0.0,-176.0,0.0,-176.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-165.0,False,64.0,9.0,33004.0,371.0,171.0,33004.0,371.0,148.0
85,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_85.txt,19.0,19.0,19.0,19.0,0.0,-62.0,0.0,-62.0,19.0,19.0,19.0,-43.0,False,64.0,5.0,28290.0,343.0,150.0,21659.0,300.0,121.0
86,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_86.txt,0.0,-221.0,0.0,-221.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-227.0,True,64.0,7.0,47520.0,455.0,209.0,46500.0,455.0,155.0
87,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_87.txt,0.0,-103.0,0.0,-103.0,0.0,-8.0,0.0,-8.0,0.0,-8.0,0.0,-111.0,True,64.0,3.0,20140.0,301.0,133.0,20140.0,296.0,106.0
88,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_88.txt,0.0,-141.0,0.0,-141.0,0.0,-45.0,0.0,-45.0,0.0,-45.0,0.0,-186.0,True,64.0,8.0,36765.0,386.0,173.0,30960.0,352.0,172.0
89,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_89.txt,0.0,-51.0,0.0,-51.0,0.0,-70.0,0.0,-70.0,0.0,-51.0,0.0,-121.0,True,64.0,4.0,34692.0,373.0,177.0,31325.0,354.0,175.0
90,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_90.txt,0.0,-86.0,0.0,-86.0,0.0,-92.0,0.0,-92.0,0.0,-86.0,0.0,-178.0,True,64.0,7.0,33234.0,365.0,174.0,33234.0,365.0,174.0
91,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_91.txt,0.0,-21.0,0.0,-21.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-36.0,True,64.0,7.0,49405.0,469.0,205.0,37620.0,391.0,171.0
92,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_92.txt,0.0,-160.0,0.0,-160.0,0.0,-96.0,0.0,-96.0,0.0,-96.0,0.0,-256.0,True,64.0,11.0,44655.0,424.0,195.0,44655.0,424.0,195.0
93,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_93.txt,0.0,-3.0,0.0,-3.0,0.0,-216.0,0.0,-216.0,0.0,-3.0,0.0,-219.0,True,64.0,9.0,33496.0,396.0,160.0,29355.0,388.0,103.0
94,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_94.txt,0.0,-26.0,0.0,-26.0,0.0,-109.0,0.0,-109.0,0.0,-26.0,0.0,-135.0,True,64.0,8.0,34454.0,375.0,177.0,31992.0,358.0,172.0
95,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_95.txt,0.0,-66.0,0.0,-66.0,0.0,-50.0,0.0,-50.0,0.0,-50.0,0.0,-116.0,True,64.0,9.0,27360.0,347.0,154.0,25650.0,325.0,135.0
96,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_96.txt,0.0,-69.0,0.0,-69.0,0.0,-142.0,0.0,-142.0,0.0,-69.0,0.0,-211.0,True,64.0,11.0,31133.0,355.0,163.0,30024.0,355.0,139.0
97,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_97.txt,87.0,87.0,87.0,87.0,0.0,-210.0,0.0,-210.0,87.0,87.0,87.0,-123.0,False,64.0,7.0,26950.0,329.0,158.0,20145.0,322.0,85.0
98,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_98.txt,47.0,47.0,47.0,47.0,0.0,-142.0,0.0,-142.0,47.0,47.0,47.0,-95.0,False,64.0,11.0,32984.0,383.0,177.0,24600.0,323.0,123.0
99,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_99.txt,0.0,-86.0,0.0,-86.0,0.0,-98.0,0.0,-98.0,0.0,-86.0,0.0,-184.0,True,64.0,9.0,34476.0,373.0,173.0,34476.0,373.0,169.0
100,uniform,outputs/agents_2/items_6/gpt4o/zero_shot0/output_100.txt,58.0,58.0,58.0,58.0,0.0,-253.0,0.0,-253.0,58.0,58.0,58.0,-195.0,False,64.0,10.0,44421.0,422.0,201.0,38352.0,413.0,141.0
